Family	Genus	Species
Rosaceae	Alchemilla L.	Alchemilla decumbens Buser
Rosaceae	Alchemilla L.	Alchemilla decurrens Plocek
Rosaceae	Alchemilla L.	Alchemilla delitescens Plocek
Rosaceae	Alchemilla L.	Alchemilla delphinensis Buser
Rosaceae	Alchemilla L.	Alchemilla demissa Buser
Rosaceae	Alchemilla L.	Alchemilla denticulata Juz.
Rosaceae	Alchemilla L.	Alchemilla depexa Juz.
Rosaceae	Alchemilla L.	Alchemilla devestiens Juz.
Rosaceae	Alchemilla L.	Alchemilla dewildemanii T.C.E.Fr.
Rosaceae	Alchemilla L.	Alchemilla deylii Plocek ex Soják
Rosaceae	Alchemilla L.	Alchemilla diademata Rothm.
Rosaceae	Alchemilla L.	Alchemilla diglossa Juz.
Rosaceae	Alchemilla L.	Alchemilla diluta S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla divaricans Buser
Rosaceae	Alchemilla L.	Alchemilla diversiloba Buser
Rosaceae	Alchemilla L.	Alchemilla diversipes Juz.
Rosaceae	Alchemilla L.	Alchemilla dolichotoma Plocek
Rosaceae	Alchemilla L.	Alchemilla dombaica Juz.
Rosaceae	Alchemilla L.	Alchemilla dostalii Plocek
Rosaceae	Alchemilla L.	Alchemilla dregei Gand.
Rosaceae	Alchemilla L.	Alchemilla dura Buser
Rosaceae	Alchemilla L.	Alchemilla duthieana Panigrahi & K.M.Purohit
Rosaceae	Alchemilla L.	Alchemilla dzhavakhetica Juz.
Rosaceae	Alchemilla L.	Alchemilla echinogloba Plocek
Rosaceae	Alchemilla L.	Alchemilla ecklonis Gand.
Rosaceae	Alchemilla L.	Alchemilla effusa Buser
Rosaceae	Alchemilla L.	Alchemilla elata Buser
Rosaceae	Alchemilla L.	Alchemilla elevitensis Kalheber
Rosaceae	Alchemilla L.	Alchemilla elgonensis Mildbr.
Rosaceae	Alchemilla L.	Alchemilla elisabethae Juz.
Rosaceae	Alchemilla L.	Alchemilla ellenbeckii Engl.
Rosaceae	Alchemilla L.	Alchemilla ellenbergiana Rothm.
Rosaceae	Alchemilla L.	Alchemilla elongata Eckl. & Zeyh.
Rosaceae	Alchemilla L.	Alchemilla epidasys Rothm.
Rosaceae	Alchemilla L.	Alchemilla epipsila Juz.
Rosaceae	Alchemilla L.	Alchemilla erectilis Juz.
Rosaceae	Alchemilla L.	Alchemilla erectipila Juz.
Rosaceae	Alchemilla L.	Alchemilla erectipila Juz. ex Lipsch.
Rosaceae	Alchemilla L.	Alchemilla erythropoda Juz.
Rosaceae	Alchemilla L.	Alchemilla erythropodoides Pawl.
Rosaceae	Alchemilla L.	Alchemilla erzincanensis Pawl.
Rosaceae	Alchemilla L.	Alchemilla espotensis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla eugeniae Pawl.
Rosaceae	Alchemilla L.	Alchemilla eugenii Pawl.
Rosaceae	Alchemilla L.	Alchemilla eupatoria Michx., 1803
Rosaceae	Alchemilla L.	Alchemilla eurystoma S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla eversiana Hyl.
Rosaceae	Alchemilla L.	Alchemilla exaperta Plocek
Rosaceae	Alchemilla L.	Alchemilla excentrica Zämelis
Rosaceae	Alchemilla L.	Alchemilla exigua Buser
Rosaceae	Alchemilla L.	Alchemilla exilis Juz.
Rosaceae	Alchemilla L.	Alchemilla exsanguis Juz.
Rosaceae	Alchemilla L.	Alchemilla exsculpta Juz.
Rosaceae	Alchemilla L.	Alchemilla exuens Juz.
Rosaceae	Alchemilla L.	Alchemilla exul Juz.
Rosaceae	Alchemilla L.	Alchemilla faeroensis (Lange) Buser
Rosaceae	Alchemilla L.	Alchemilla fagetii S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla fallax Buser ex Besse
Rosaceae	Alchemilla L.	Alchemilla farinosa S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla faroensis Buser
Rosaceae	Alchemilla L.	Alchemilla federiciana S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla filicaulis Buser
Rosaceae	Alchemilla L.	Alchemilla filicaulis Pittier & M.Diaz
Rosaceae	Alchemilla L.	Alchemilla firma Buser
Rosaceae	Alchemilla L.	Alchemilla firmiana Buser
Rosaceae	Alchemilla L.	Alchemilla firmiana Buser ex Jaquet
Rosaceae	Alchemilla L.	Alchemilla fischeri Engl.
Rosaceae	Alchemilla L.	Alchemilla fissa Günther & Schummel
Rosaceae	Alchemilla L.	Alchemilla fissa Hegetschw.
Rosaceae	Alchemilla L.	Alchemilla fissimima Buser
Rosaceae	Alchemilla L.	Alchemilla flabellata A.Kern.
Rosaceae	Alchemilla L.	Alchemilla flabellata Buser
Rosaceae	Alchemilla L.	Alchemilla flaccescens Buser ex Rothm.
Rosaceae	Alchemilla L.	Alchemilla flavescens Buser
Rosaceae	Alchemilla L.	Alchemilla flavicoma Buser ex Schröt.
Rosaceae	Alchemilla L.	Alchemilla flavovirens Buser
Rosaceae	Alchemilla L.	Alchemilla flexicaulis Buser ex C.DC.
Rosaceae	Alchemilla L.	Alchemilla florulenta Buser
Rosaceae	Alchemilla L.	Alchemilla fluminea S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla fokinii Juz.
Rosaceae	Alchemilla L.	Alchemilla fontinalis Juz.
Rosaceae	Alchemilla L.	Alchemilla fontqueri Rothm.
Rosaceae	Alchemilla L.	Alchemilla frigens Buser ex Jaquet
Rosaceae	Alchemilla L.	Alchemilla frondosa Juz.
Rosaceae	Alchemilla L.	Alchemilla frost-olsenii S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla fulgens Buser
Rosaceae	Alchemilla L.	Alchemilla fulgida S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla fusoidea Plocek
Rosaceae	Alchemilla L.	Alchemilla gaillardiana Buser ex Jaquet
Rosaceae	Alchemilla L.	Alchemilla galaninii Czkalov
Rosaceae	Alchemilla L.	Alchemilla galioides Rothm.
Rosaceae	Alchemilla L.	Alchemilla galkinae S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla galpinii Hauman & Balle
Rosaceae	Alchemilla L.	Alchemilla geheebii Siegfr. ex Brügger
Rosaceae	Alchemilla L.	Alchemilla gelida Buser
Rosaceae	Alchemilla L.	Alchemilla gemmia Buser
Rosaceae	Alchemilla L.	Alchemilla georgica Juz.
Rosaceae	Alchemilla L.	Alchemilla gibberulosa H.Lindb.
Rosaceae	Alchemilla L.	Alchemilla giewontica Pawl.
Rosaceae	Alchemilla L.	Alchemilla gigantodus S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla gilgitensis K.M.Purohit & Panigrahi
Rosaceae	Alchemilla L.	Alchemilla gingolphiana S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla glaberrima F.W.Schmidt, 1794
Rosaceae	Alchemilla L.	Alchemilla glabra A.Kern.
Rosaceae	Alchemilla L.	Alchemilla glabra Neygenf.
Rosaceae	Alchemilla L.	Alchemilla glabra Suffrian
Rosaceae	Alchemilla L.	Alchemilla glabricaulis H.Lindb.
Rosaceae	Alchemilla L.	Alchemilla glabriformis Juz.
Rosaceae	Alchemilla L.	Alchemilla glacialis Buser
Rosaceae	Alchemilla L.	Alchemilla glacialis x Alchemilla pentaphyllea
Rosaceae	Alchemilla L.	Alchemilla glaucescens Wallr.
Rosaceae	Alchemilla L.	Alchemilla glomerulans Buser
Rosaceae	Alchemilla L.	Alchemilla glyphodonta Juz.
Rosaceae	Alchemilla L.	Alchemilla goloskokovii Juz.
Rosaceae	Alchemilla L.	Alchemilla gorcensis Pawl.
Rosaceae	Alchemilla L.	Alchemilla gourzae Ibn Tattou
Rosaceae	Alchemilla L.	Alchemilla gourzae IbnTattou
Rosaceae	Alchemilla L.	Alchemilla gracilis Walters
Rosaceae	Alchemilla L.	Alchemilla grandiceps Plocek
Rosaceae	Alchemilla L.	Alchemilla grandidens Juz.
Rosaceae	Alchemilla L.	Alchemilla grenieri Guillot
Rosaceae	Alchemilla L.	Alchemilla gretae-gregorii S.E.Fröhner & Prosser
Rosaceae	Alchemilla L.	Alchemilla grossheimii Juz.
Rosaceae	Alchemilla L.	Alchemilla grossidens Assenov
Rosaceae	Alchemilla L.	Alchemilla grossidens Buser
Rosaceae	Alchemilla L.	Alchemilla gruneica Plocek
Rosaceae	Alchemilla L.	Alchemilla gubanovii V.N.Tikhom.
Rosaceae	Alchemilla L.	Alchemilla gymnocarpa Juz.
Rosaceae	Alchemilla L.	Alchemilla gymnopoda Plocek
Rosaceae	Alchemilla L.	Alchemilla hadacii S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla hagenia T.C.E.Fr.
Rosaceae	Alchemilla L.	Alchemilla hageniae T.C.E.Fr.
Rosaceae	Alchemilla L.	Alchemilla hamzaoglui Yild.
Rosaceae	Alchemilla L.	Alchemilla harae K.M.Purohit & Panigrahi
Rosaceae	Alchemilla L.	Alchemilla haraldii Juz.
Rosaceae	Alchemilla L.	Alchemilla haumannii Rothm.
Rosaceae	Alchemilla L.	Alchemilla hayirlioglii Kalheber
Rosaceae	Alchemilla L.	Alchemilla hayirlioglorum Kalheber
Rosaceae	Alchemilla L.	Alchemilla hayirliogluorum Kalheber
Rosaceae	Alchemilla L.	Alchemilla hebescens Juz.
Rosaceae	Alchemilla L.	Alchemilla helenae Juz.
Rosaceae	Alchemilla L.	Alchemilla helgurdica S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla helvetica Brügger
Rosaceae	Alchemilla L.	Alchemilla hemsinica Kalheber
Rosaceae	Alchemilla L.	Alchemilla hendrickxii Hauman & Balle
Rosaceae	Alchemilla L.	Alchemilla heptagona Juz.
Rosaceae	Alchemilla L.	Alchemilla hessii Rothm.
Rosaceae	Alchemilla L.	Alchemilla heterophylla Rothm.
Rosaceae	Alchemilla L.	Alchemilla heteropoda Buser
Rosaceae	Alchemilla L.	Alchemilla heteroschista Juz.
Rosaceae	Alchemilla L.	Alchemilla heterotricha Rothm.
Rosaceae	Alchemilla L.	Alchemilla hians Juz.
Rosaceae	Alchemilla L.	Alchemilla hildebrandtii Engl.
Rosaceae	Alchemilla L.	Alchemilla hirsuticaulis H.Lindb.
Rosaceae	Alchemilla L.	Alchemilla hirsutiflora (Buser) Rothm.
Rosaceae	Alchemilla L.	Alchemilla hirsutissima Juz.
Rosaceae	Alchemilla L.	Alchemilla hirsutopetiolata (De Wild.) Rothm.
Rosaceae	Alchemilla L.	Alchemilla hirtipedicellata Juz.
Rosaceae	Alchemilla L.	Alchemilla hirtipes Buser
Rosaceae	Alchemilla L.	Alchemilla hispanica S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla hissarica Ovcz. & Kochk.
Rosaceae	Alchemilla L.	Alchemilla holobasis Juz. ex Czkalov
Rosaceae	Alchemilla L.	Alchemilla holocycla Rothm.
Rosaceae	Alchemilla L.	Alchemilla holotricha Juz.
Rosaceae	Alchemilla L.	Alchemilla homoeophylla Juz.
Rosaceae	Alchemilla L.	Alchemilla hoppeana (Rchb.) Buser
Rosaceae	Alchemilla L.	Alchemilla hoppeaniformis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla hoverlensis Pawlus & Lovelius
Rosaceae	Alchemilla L.	Alchemilla humilicaulis Juz.
Rosaceae	Alchemilla L.	Alchemilla hybrida (L.) L.
Rosaceae	Alchemilla L.	Alchemilla hybrida A.Kern.
Rosaceae	Alchemilla L.	Alchemilla hybrida Boreau
Rosaceae	Alchemilla L.	Alchemilla hybrida Fritsch
Rosaceae	Alchemilla L.	Alchemilla hybrida Hoffm.
Rosaceae	Alchemilla L.	Alchemilla hybrida Strobl
Rosaceae	Alchemilla L.	Alchemilla hyperborea Juz.
Rosaceae	Alchemilla L.	Alchemilla hypercycla S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla hyperptycha Plocek
Rosaceae	Alchemilla L.	Alchemilla hypochlora Juz.
Rosaceae	Alchemilla L.	Alchemilla hypotricha Juz.
Rosaceae	Alchemilla L.	Alchemilla hyrcana (Buser) Juz.
Rosaceae	Alchemilla L.	Alchemilla ikizdereensis Kalheber
Rosaceae	Alchemilla L.	Alchemilla ilerdensis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla imberbis Juz.
Rosaceae	Alchemilla L.	Alchemilla impedicellata S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla impexa Buser
Rosaceae	Alchemilla L.	Alchemilla impexa Buser ex Besse
Rosaceae	Alchemilla L.	Alchemilla implexa Buser
Rosaceae	Alchemilla L.	Alchemilla impolita Juz.
Rosaceae	Alchemilla L.	Alchemilla incisa Buser
Rosaceae	Alchemilla L.	Alchemilla inconcinna Buser
Rosaceae	Alchemilla L.	Alchemilla inconcinna Buser ex C.DC.
Rosaceae	Alchemilla L.	Alchemilla incurvata Gand.
Rosaceae	Alchemilla L.	Alchemilla indica Gardner
Rosaceae	Alchemilla L.	Alchemilla indivisa (Formánek ex Buser) Rothm.
Rosaceae	Alchemilla L.	Alchemilla indurata Juz.
Rosaceae	Alchemilla L.	Alchemilla infravalesiaca (Buser) Rothm.
Rosaceae	Alchemilla L.	Alchemilla infravallesia (Buser) Rothm.
Rosaceae	Alchemilla L.	Alchemilla iniquiformis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla insignis Juz.
Rosaceae	Alchemilla L.	Alchemilla integribasis Juz.
Rosaceae	Alchemilla L.	Alchemilla inversa Juz.
Rosaceae	Alchemilla L.	Alchemilla iranica Juz.
Rosaceae	Alchemilla L.	Alchemilla iratiana S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla iratsyensis De Wild. ex Hauman & Balle
Rosaceae	Alchemilla L.	Alchemilla iremelica Juz.
Rosaceae	Alchemilla L.	Alchemilla irenae Juz.
Rosaceae	Alchemilla L.	Alchemilla ischnocarpa S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla isfarensis Ovcz. & Kochk.
Rosaceae	Alchemilla L.	Alchemilla isodonta Plocek
Rosaceae	Alchemilla L.	Alchemilla jailae Juz.
Rosaceae	Alchemilla L.	Alchemilla japonica Nakai & H.Hara
Rosaceae	Alchemilla L.	Alchemilla jaquetiana Buser
Rosaceae	Alchemilla L.	Alchemilla jaroschenkoi Grossh.
Rosaceae	Alchemilla L.	Alchemilla jasiewiczii Pawl.
Rosaceae	Alchemilla L.	Alchemilla johnstonii Oliv.
Rosaceae	Alchemilla L.	Alchemilla jugensis (Buser) Maill.
Rosaceae	Alchemilla L.	Alchemilla jumrukczalica Pawl.
Rosaceae	Alchemilla L.	Alchemilla kackarensis Kalheber
Rosaceae	Alchemilla L.	Alchemilla kazbekensis Czkalov
Rosaceae	Alchemilla L.	Alchemilla kemlensis Czkalov
Rosaceae	Alchemilla L.	Alchemilla kerneri Janch. ex Rothm.
Rosaceae	Alchemilla L.	Alchemilla kishangangensis Panigrahi & K.M.Purohit
Rosaceae	Alchemilla L.	Alchemilla kiwuensis Engl.
Rosaceae	Alchemilla L.	Alchemilla kolaensis Juz.
Rosaceae	Alchemilla L.	Alchemilla kornasiana Pawl.
Rosaceae	Alchemilla L.	Alchemilla kosiarensis Plocek
Rosaceae	Alchemilla L.	Alchemilla kozlovskii Juz.
Rosaceae	Alchemilla L.	Alchemilla krassovskiana Czkalov
Rosaceae	Alchemilla L.	Alchemilla krylovii Juz.
Rosaceae	Alchemilla L.	Alchemilla kulczynskii Pawl.
Rosaceae	Alchemilla L.	Alchemilla kungwatanensis K.M.Purohit & Panigrahi
Rosaceae	Alchemilla L.	Alchemilla kurdica Rothm.
Rosaceae	Alchemilla L.	Alchemilla kurdica Rothm. ex Bornm.
Rosaceae	Alchemilla L.	Alchemilla kvarkushensis Juz.
Rosaceae	Alchemilla L.	Alchemilla ladislai Pawl.
Rosaceae	Alchemilla L.	Alchemilla laeta Juz.
Rosaceae	Alchemilla L.	Alchemilla laeticolor Juz.
Rosaceae	Alchemilla L.	Alchemilla laevipes Plocek
Rosaceae	Alchemilla L.	Alchemilla lainzii S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla languescens Juz.
Rosaceae	Alchemilla L.	Alchemilla languida Buser
Rosaceae	Alchemilla L.	Alchemilla lanuginosa Rothm.
Rosaceae	Alchemilla L.	Alchemilla lasenii S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla laxa Plocek
Rosaceae	Alchemilla L.	Alchemilla laxescens Czkalov
Rosaceae	Alchemilla L.	Alchemilla ledebourii Juz.
Rosaceae	Alchemilla L.	Alchemilla legionensis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla leiophylla Juz.
Rosaceae	Alchemilla L.	Alchemilla leiophylloides Juz. ex Czkalov
Rosaceae	Alchemilla L.	Alchemilla leptoclada Buser
Rosaceae	Alchemilla L.	Alchemilla leptoclada Buser ex Jaquet
Rosaceae	Alchemilla L.	Alchemilla lessingiana Juz.
Rosaceae	Alchemilla L.	Alchemilla leutei S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla levichevii Czkalov
Rosaceae	Alchemilla L.	Alchemilla lindbergiana Juz.
Rosaceae	Alchemilla L.	Alchemilla lindebergiana Emb.
Rosaceae	Alchemilla L.	Alchemilla lineata Buser
Rosaceae	Alchemilla L.	Alchemilla lipschitzii Juz.
Rosaceae	Alchemilla L.	Alchemilla lithophila Juz.
Rosaceae	Alchemilla L.	Alchemilla litvinovii Juz.
Rosaceae	Alchemilla L.	Alchemilla litwinowii Juz.
Rosaceae	Alchemilla L.	Alchemilla lobata Pall.
Rosaceae	Alchemilla L.	Alchemilla longana Buser
Rosaceae	Alchemilla L.	Alchemilla longidens Plocek
Rosaceae	Alchemilla L.	Alchemilla longinodis (Buser) Maill.
Rosaceae	Alchemilla L.	Alchemilla longipedicellata Czkalov
Rosaceae	Alchemilla L.	Alchemilla longipes Juz.
Rosaceae	Alchemilla L.	Alchemilla longituba S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla longiuscula Buser
Rosaceae	Alchemilla L.	Alchemilla longuiscula Buser
Rosaceae	Alchemilla L.	Alchemilla lorata Plocek
Rosaceae	Alchemilla L.	Alchemilla loxotropa Plocek
Rosaceae	Alchemilla L.	Alchemilla lucida Buser
Rosaceae	Alchemilla L.	Alchemilla ludovitiana Plocek
Rosaceae	Alchemilla L.	Alchemilla lulensis Evers
Rosaceae	Alchemilla L.	Alchemilla lunaria S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla lydiae Zämelis
Rosaceae	Alchemilla L.	Alchemilla macra Kharit.
Rosaceae	Alchemilla L.	Alchemilla macrescens Juz.
Rosaceae	Alchemilla L.	Alchemilla macrochira S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla macroclada Juz.
Rosaceae	Alchemilla L.	Alchemilla madurensis (Rothm.) Panigrahi & K.M.Purohit
Rosaceae	Alchemilla L.	Alchemilla malimontana Juz.
Rosaceae	Alchemilla L.	Alchemilla malyi K.Malý
Rosaceae	Alchemilla L.	Alchemilla mantoniae Panigrahi & K.M.Purohit
Rosaceae	Alchemilla L.	Alchemilla maradykovensis Czkalov
Rosaceae	Alchemilla L.	Alchemilla marcailhouorum Buser
Rosaceae	Alchemilla L.	Alchemilla marginalis Juz. ex Czkalov
Rosaceae	Alchemilla L.	Alchemilla marginata Plocek
Rosaceae	Alchemilla L.	Alchemilla marsica Buser
Rosaceae	Alchemilla L.	Alchemilla martinii S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla mastodonta Juz.
Rosaceae	Alchemilla L.	Alchemilla matreiensis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla maureri S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla mazandarana Naqinezhad & S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla megalodonta Plocek
Rosaceae	Alchemilla L.	Alchemilla melancholica S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla melanoscytos S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla micans Buser
Rosaceae	Alchemilla L.	Alchemilla michelsonii Juz.
Rosaceae	Alchemilla L.	Alchemilla microbetula T.C.E.Fr.
Rosaceae	Alchemilla L.	Alchemilla microcephala S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla microdictya Juz.
Rosaceae	Alchemilla L.	Alchemilla microdonta Juz.
Rosaceae	Alchemilla L.	Alchemilla microscopica S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla microsphaerica S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla mininzonii Czkalov
Rosaceae	Alchemilla L.	Alchemilla minor Buser
Rosaceae	Alchemilla L.	Alchemilla minor Juz.
Rosaceae	Alchemilla L.	Alchemilla minor Tausch ex Host
Rosaceae	Alchemilla L.	Alchemilla minor Tausch, 1825
Rosaceae	Alchemilla L.	Alchemilla minusculiflora Buser
Rosaceae	Alchemilla L.	Alchemilla minutidens Buser
Rosaceae	Alchemilla L.	Alchemilla mollifolia Plocek & Zlinská
Rosaceae	Alchemilla L.	Alchemilla mollis (Buser) Rothm.
Rosaceae	Alchemilla L.	Alchemilla monandria Sw.
Rosaceae	Alchemilla L.	Alchemilla moncophila Plocek
Rosaceae	Alchemilla L.	Alchemilla montana Hegetschw.
Rosaceae	Alchemilla L.	Alchemilla montana Link
Rosaceae	Alchemilla L.	Alchemilla montenegrina Gand.
Rosaceae	Alchemilla L.	Alchemilla montenegrina Plocek
Rosaceae	Alchemilla L.	Alchemilla monticola Opiz
Rosaceae	Alchemilla L.	Alchemilla montserratii S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla muldaschevii Czkalov
Rosaceae	Alchemilla L.	Alchemilla multicaulis Tausch ex Steud.
Rosaceae	Alchemilla L.	Alchemilla multidens Buser
Rosaceae	Alchemilla L.	Alchemilla multiloba Plocek
Rosaceae	Alchemilla L.	Alchemilla murbeckiana Buser
Rosaceae	Alchemilla L.	Alchemilla murisserica Maill.
Rosaceae	Alchemilla L.	Alchemilla mystrostigma S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla nafarroana S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla natalensis Engl.
Rosaceae	Alchemilla L.	Alchemilla nemoralis Alechin
Rosaceae	Alchemilla L.	Alchemilla nicolsonii K.M.Purohit & Panigrahi
Rosaceae	Alchemilla L.	Alchemilla nietofelineri S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla niltarensis K.M.Purohit & Panigrahi
Rosaceae	Alchemilla L.	Alchemilla niphogeton Buser ex Pamp.
Rosaceae	Alchemilla L.	Alchemilla nitida Buser
Rosaceae	Alchemilla L.	Alchemilla norica S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla norvegica Sam.
Rosaceae	Alchemilla L.	Alchemilla nudans S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla nydeggeriana S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla obconiciflora Juz.
Rosaceae	Alchemilla L.	Alchemilla obesa Plocek
Rosaceae	Alchemilla L.	Alchemilla obscura Buser
Rosaceae	Alchemilla L.	Alchemilla obsoleta S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla obtegens Juz.
Rosaceae	Alchemilla L.	Alchemilla obtusa Buser
Rosaceae	Alchemilla L.	Alchemilla obtusiformis Alechin
Rosaceae	Alchemilla L.	Alchemilla oculimarina Pawl.
Rosaceae	Alchemilla L.	Alchemilla oirotica Czkalov
Rosaceae	Alchemilla L.	Alchemilla oleosa Sam.
Rosaceae	Alchemilla L.	Alchemilla oligantha Juz.
Rosaceae	Alchemilla L.	Alchemilla oligotricha Juz.
Rosaceae	Alchemilla L.	Alchemilla omalophylla Juz.
Rosaceae	Alchemilla L.	Alchemilla opaca Buser
Rosaceae	Alchemilla L.	Alchemilla ophioreina Juz.
Rosaceae	Alchemilla L.	Alchemilla orbicans Juz.
Rosaceae	Alchemilla L.	Alchemilla orduensis Pawl.
Rosaceae	Alchemilla L.	Alchemilla oriturcica Pawl.
Rosaceae	Alchemilla L.	Alchemilla orthotricha Rothm.
Rosaceae	Alchemilla L.	Alchemilla oscensis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla othmarii Buser
Rosaceae	Alchemilla L.	Alchemilla ovitensis Menemen & Hamzaoglu
Rosaceae	Alchemilla L.	Alchemilla oxyodonta (Buser) C.G.Westerl.
Rosaceae	Alchemilla L.	Alchemilla oxysepala Juz.
Rosaceae	Alchemilla L.	Alchemilla ozana S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla pachyphylla Juz.
Rosaceae	Alchemilla L.	Alchemilla paeneglabra Juz.
Rosaceae	Alchemilla L.	Alchemilla paicheana (Buser) Rothm.
Rosaceae	Alchemilla L.	Alchemilla palii Panigrahi & K.M.Purohit
Rosaceae	Alchemilla L.	Alchemilla pallens Buser
Rosaceae	Alchemilla L.	Alchemilla palmata E.Mey.
Rosaceae	Alchemilla L.	Alchemilla paniculata (F.W.Schmidt) Opiz
Rosaceae	Alchemilla L.	Alchemilla paniculata F.W.Schmidt, 1794
Rosaceae	Alchemilla L.	Alchemilla panigrahiana K.M.Purohit
Rosaceae	Alchemilla L.	Alchemilla pantocsekii Gand.
Rosaceae	Alchemilla L.	Alchemilla paracompactilis Ponert
Rosaceae	Alchemilla L.	Alchemilla parcipila Juz.
Rosaceae	Alchemilla L.	Alchemilla parijae Panigrahi & K.M.Purohit
Rosaceae	Alchemilla L.	Alchemilla pascualis Juz.
Rosaceae	Alchemilla L.	Alchemilla patens Plocek
Rosaceae	Alchemilla L.	Alchemilla paupercula S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla pavlovii Juz.
Rosaceae	Alchemilla L.	Alchemilla pawlowskii Assenov
Rosaceae	Alchemilla L.	Alchemilla pectiniloba S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla pedata Hochst. ex A.Rich.
Rosaceae	Alchemilla L.	Alchemilla pentaphylla Buser
Rosaceae	Alchemilla L.	Alchemilla pentaphyllea L.
Rosaceae	Alchemilla L.	Alchemilla pentaphylloides Buser
Rosaceae	Alchemilla L.	Alchemilla perglabra Alechin
Rosaceae	Alchemilla L.	Alchemilla peristerica Pawl.
Rosaceae	Alchemilla L.	Alchemilla perrieri De Wild.
Rosaceae	Alchemilla L.	Alchemilla perrieri DeWild.
Rosaceae	Alchemilla L.	Alchemilla persica Rothm.
Rosaceae	Alchemilla L.	Alchemilla perspicua S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla petiolulans (Buser ex E.G.Camus) Buser
Rosaceae	Alchemilla L.	Alchemilla petraea Buser ex Maill.
Rosaceae	Alchemilla L.	Alchemilla phalacroclada Rothm.
Rosaceae	Alchemilla L.	Alchemilla phalacropoda Juz.
Rosaceae	Alchemilla L.	Alchemilla phegophila Juz.
Rosaceae	Alchemilla L.	Alchemilla philonotis S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla pilicincta Buser
Rosaceae	Alchemilla L.	Alchemilla pilosiplica Juz.
Rosaceae	Alchemilla L.	Alchemilla pinguis Juz.
Rosaceae	Alchemilla L.	Alchemilla pirinica Pawl.
Rosaceae	Alchemilla L.	Alchemilla platygyria S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla platystigma Rothm.
Rosaceae	Alchemilla L.	Alchemilla plicata Buser
Rosaceae	Alchemilla L.	Alchemilla plicatissima S.E.Fröhner
Rosaceae	Alchemilla L.	Alchemilla plicatula Walters
Rosaceae	Alchemilla L.	Alchemilla plocekii K.M.Purohit & Panigrahi
Rosaceae	Alchemilla L.	Alchemilla podophylla Dalla Torre & Sarnth.
Rosaceae	Alchemilla L.	Alchemilla podophylla Dörfl.
Rosaceae	Alchemilla L.	Alchemilla pogonophora Juz.
